Date,Municipal,Cases
april-21-2020,seaside heights,21
april-21-2020,seaside park,3
april-21-2020,ship bottom,6
april-21-2020,south toms river,52
april-21-2020,surf city,4
april-21-2020,stafford township,144
april-21-2020,toms river,847
april-21-2020,tuckerton,9
april-21-2020,bloomingdale,127
april-21-2020,clifton,1607
april-21-2020,haledon,162
april-21-2020,hawthorne,292
april-21-2020,little falls,105
april-21-2020,north haledon,108
april-21-2020,passaic,1538
april-21-2020,paterson,3307
april-21-2020,pompton lakes,151
april-21-2020,prospect park,180
april-21-2020,ringwood,80
april-21-2020,totowa,183
april-21-2020,wanaque,207
april-21-2020,wayne,645
april-21-2020,west milford,210
april-21-2020,woodland park,208
april-21-2020,alloway township,3
april-21-2020,carneys point township,23
april-21-2020,elmer,2
april-21-2020,lower alloways creek township,2
april-21-2020,oldmans township,3
april-21-2020,quinton township,1
april-21-2020,penns grove,33
april-21-2020,pennsville township,14
april-21-2020,pittsgrove township,7
april-21-2020,pilesgrove township,7
april-21-2020,salem,8
april-21-2020,upper pittsgrove township,2
april-21-2020,woodstown,18
april-21-2020,bedminster,27
april-21-2020,bernards township,154
april-21-2020,bernardsville,41
april-21-2020,bound brook,141
april-21-2020,branchburg,52
april-21-2020,bridgewater township,251
april-21-2020,far hills,2
april-21-2020,green brook township,79
april-21-2020,hillsborough township,151
april-21-2020,manville,77
april-21-2020,montgomery,60
april-21-2020,north plainfield,186
april-21-2020,peapack and gladstone,27
april-21-2020,raritan,50
april-21-2020,rocky hill,5
april-21-2020,somerville,70
april-21-2020,south bound brook,37
april-21-2020,warren township,85
april-21-2020,watchung,61
april-21-2020,andover,2
april-21-2020,andover township,130
april-21-2020,branchville,5
april-21-2020,byram township,27
april-21-2020,frankford township,30
april-21-2020,fredon township,10
april-21-2020,green township,15
april-21-2020,hamburg,18
april-21-2020,hardyston township,32
april-21-2020,hopatcong,69
april-21-2020,lafayette township,7
april-21-2020,montague township,14
april-21-2020,newton,61
april-21-2020,ogdensburg,11
april-21-2020,sandyston township,4
april-21-2020,sparta township,75
april-21-2020,stanhope,15
april-21-2020,stillwater township,3
april-21-2020,sussex,6
april-21-2020,vernon township,75
april-21-2020,wantage township,35
april-21-2020,berkeley heights,128
april-21-2020,clark,146
april-21-2020,cranford,251
april-21-2020,elizabeth,2860
april-21-2020,fanwood,47
april-21-2020,garwood,32
april-21-2020,kenilworth,61
april-21-2020,hillside,396
april-21-2020,linden,835
april-21-2020,mountainside,41
april-21-2020,new providence,68
april-21-2020,plainfield,940
april-21-2020,rahway,453
april-21-2020,roselle,379
april-21-2020,roselle park,170
april-21-2020,scotch plains,155
april-21-2020,summit,138
april-21-2020,westfield,158
april-21-2020,allamuchy township,18
april-21-2020,alpha,10
april-21-2020,belvidere,17
april-21-2020,blairstown,13
april-21-2020,frelinghuysen township,21
april-21-2020,hackettstown,51
april-21-2020,hardwick township,4
april-21-2020,harmony township,11
april-21-2020,hope township,15
april-21-2020,independence township,18
april-21-2020,knowlton township,9
april-21-2020,liberty township,12
april-21-2020,lopatcong township,127
april-21-2020,oxford township,5
april-21-2020,phillipsburg,86
april-21-2020,pohatcong township,11
april-21-2020,washington,29
april-21-2020,white township,46
april-22-2020,absecon,16
april-22-2020,atlantic city,58
april-22-2020,brigantine,10
april-22-2020,buena,17
april-22-2020,buena vista township,5
april-22-2020,egg harbor township,94
april-22-2020,estell manor,4
april-22-2020,folsom,4
april-22-2020,galloway township,66
april-22-2020,hamilton township,536
april-22-2020,hammonton,35
april-22-2020,linwood,26
april-22-2020,longport,2
april-22-2020,margate city,5
april-22-2020,mullica township,3
april-22-2020,northfield,8
april-22-2020,port republic,1
april-22-2020,pleasantville,40
april-22-2020,somers point,12
april-22-2020,ventnor city,17
april-22-2020,weymouth township,4
april-22-2020,allendale,49
april-22-2020,alpine,18
april-22-2020,bergenfield,622
april-22-2020,bogota,139
april-22-2020,carlstadt,68
april-22-2020,cliffside park,364
april-22-2020,closter,70
april-22-2020,cresskill,76
april-22-2020,demarest,40
april-22-2020,dumont,245
april-22-2020,east rutherford,108
april-22-2020,edgewater,104
april-22-2020,elmwood park,385
april-22-2020,emerson,129
april-22-2020,englewood,577
april-22-2020,englewood cliffs,47
april-22-2020,fair lawn,481
april-22-2020,fairview,263
april-22-2020,fort lee,331
april-22-2020,franklin lakes,125
april-22-2020,garfield,558
april-22-2020,glen rock,86
april-22-2020,hackensack,970
april-22-2020,harrington park,26
april-22-2020,hasbrouck heights,156
april-22-2020,haworth,28
april-22-2020,hillsdale,85
april-22-2020,ho-ho-kus,30
april-22-2020,leonia,89
april-22-2020,little ferry,143
april-22-2020,lodi,479
april-22-2020,lyndhurst,292
april-22-2020,mahwah,206
april-22-2020,maywood,148
april-22-2020,midland park,64
april-22-2020,montvale,64
april-22-2020,moonachie,52
april-22-2020,new milford,355
april-22-2020,north arlington,192
april-22-2020,northvale,40
april-22-2020,norwood,59
april-22-2020,oakland,179
april-22-2020,old tappan,52
april-22-2020,oradell,131
april-22-2020,palisades park,175
april-22-2020,paramus,663
april-22-2020,park ridge,107
april-22-2020,ramsey,95
april-22-2020,ridgefield,157
april-22-2020,ridgefield park,199
april-22-2020,ridgewood,226
april-22-2020,river edge,116
april-22-2020,river vale,63
april-22-2020,rochelle park,104
april-22-2020,rockleigh,64
april-22-2020,rutherford,143
april-22-2020,saddle brook,230
april-22-2020,saddle river,53
april-22-2020,south hackensack,44
april-22-2020,teaneck,867
april-22-2020,tenafly,121
april-22-2020,teterboro,3
april-22-2020,upper saddle river,51
april-22-2020,waldwick,97
april-22-2020,wallington,122
april-22-2020,washington township,30
april-22-2020,westwood,148
april-22-2020,woodcliff lake,84
april-22-2020,wood-ridge,107
april-22-2020,wyckoff,232
april-22-2020,beverly,9
april-22-2020,bordentown,16
april-22-2020,bordentown township,47
april-22-2020,burlington,41
april-22-2020,burlington township,179
april-22-2020,chesterfield township,18
april-22-2020,cinnaminson township,34
april-22-2020,delanco township,18
april-22-2020,delran township,46
april-22-2020,eastampton township,32
april-22-2020,edgewater park,45
april-22-2020,evesham township,152
april-22-2020,fieldsboro,1
april-22-2020,florence township,34
april-22-2020,hainesport township,17
april-22-2020,lumberton township,28
april-22-2020,mansfield township,50
april-22-2020,maple shade township,59
april-22-2020,medford,50
april-22-2020,medford lakes,7
april-22-2020,moorestown,84
april-22-2020,mount holly,34
april-22-2020,mount laurel,112
april-22-2020,new hanover township,6
april-22-2020,north hanover township,13
april-22-2020,palmyra,13
april-22-2020,pemberton,2
april-22-2020,pemberton township,126
april-22-2020,riverside township,20
april-22-2020,riverton,6
april-22-2020,shamong township,7
april-22-2020,southampton township,28
april-22-2020,springfield township,180
april-22-2020,tabernacle township,16
april-22-2020,westampton township,53
april-22-2020,willingboro township,311
april-22-2020,woodland township,26
april-22-2020,wrightstown,3
april-22-2020,audubon,19
april-22-2020,barrington,16
april-22-2020,bellmawr,29
april-22-2020,berlin,23
april-22-2020,berlin township,1
april-22-2020,brooklawn,6
april-22-2020,camden,541
april-22-2020,cherry hill,328
april-22-2020,chesilhurst,10
april-22-2020,clementon,21
april-22-2020,collingswood,31
april-22-2020,gibbsboro,4
april-22-2020,gloucester township,218
april-22-2020,haddonfield,25
april-22-2020,haddon heights,10
april-22-2020,haddon township,35
april-22-2020,hi-nella,2
april-22-2020,laurel springs,9
april-22-2020,lawnside,14
april-22-2020,lindenwold,89
april-22-2020,magnolia,11
april-22-2020,merchantville,15
april-22-2020,mount ephraim,8
april-22-2020,oaklyn,11
april-22-2020,pennsauken township,226
april-22-2020,pine hill,38
april-22-2020,runnemede,27
april-22-2020,somerdale,22
april-22-2020,stratford,16
april-22-2020,voorhees township,161
april-22-2020,waterford township,13
april-22-2020,winslow township,164
april-22-2020,woodlynne,31
april-22-2020,avalon,6
april-22-2020,cape may,4
april-22-2020,dennis township,12
april-22-2020,lower township,71
april-22-2020,middle township,45
april-22-2020,north wildwood,5
april-22-2020,ocean township,28
april-22-2020,sea isle city,2
april-22-2020,upper township,27
april-22-2020,west cape may,1
april-22-2020,west wildwood,1
april-22-2020,wildwood,18
april-22-2020,wildwood crest,8
april-22-2020,woodbine,2
april-22-2020,bridgeton,88
april-22-2020,commercial township,4
april-22-2020,deerfield township,5
april-22-2020,downe township,1
april-22-2020,fairfield township,85
april-22-2020,greenwich township,37
april-22-2020,hopewell,3
april-22-2020,lawrence township,127
april-22-2020,maurice river township,5
april-22-2020,millville,52
april-22-2020,vineland,169
april-22-2020,upper deerfield township,18
april-22-2020,belleville,669
april-22-2020,bloomfield,681
april-22-2020,caldwell,88
april-22-2020,cedar grove,247
april-22-2020,east orange,1147
april-22-2020,essex fells,16
april-22-2020,glen ridge,32
april-22-2020,irvington,940
april-22-2020,livingston,353
april-22-2020,maplewood,213
april-22-2020,millburn,115
april-22-2020,montclair,313
april-22-2020,newark,4299
april-22-2020,north caldwell,34
april-22-2020,nutley,345
april-22-2020,city of orange,589
april-22-2020,roseland,61
april-22-2020,south orange village,76
april-22-2020,verona,85
april-22-2020,west caldwell,145
april-22-2020,west orange,772
april-22-2020,clayton,26
april-22-2020,deptford township,110
april-22-2020,east greenwich township,30
april-22-2020,elk township,13
april-22-2020,franklin,9
april-22-2020,glassboro,43
april-22-2020,harrison,220
april-22-2020,logan township,17
april-22-2020,mantua township,39
april-22-2020,monroe township,373
april-22-2020,national park,5
april-22-2020,paulsboro,16
april-22-2020,pitman,20
april-22-2020,south harrison township,13
april-22-2020,swedesboro,12
april-22-2020,wenonah,7
april-22-2020,west deptford township,60
april-22-2020,westville,12
april-22-2020,woodbury,25
april-22-2020,woodbury heights,9
april-22-2020,woolwich township,46
april-22-2020,bayonne,546
april-22-2020,east newark,38
april-22-2020,guttenberg,140
april-22-2020,hoboken,402
april-22-2020,jersey city,3812
april-22-2020,kearny,632
april-22-2020,north bergen,1677
april-22-2020,secaucus,310
april-22-2020,union township,1329
april-22-2020,weehawken,233
april-22-2020,west new york,1095
april-22-2020,alexandria township,8
april-22-2020,bethlehem township,15
april-22-2020,bloomsbury,1
april-22-2020,califon,1
april-22-2020,clinton township,20
april-22-2020,delaware township,12
april-22-2020,east amwell township,9
april-22-2020,flemington,16
april-22-2020,frenchtown,4
april-22-2020,glen gardner,4
april-22-2020,hampton,22
april-22-2020,high bridge,13
april-22-2020,holland township,19
april-22-2020,kingwood township,9
april-22-2020,lambertville,14
april-22-2020,lebanon,8
april-22-2020,lebanon township,11
april-22-2020,milford,2
april-22-2020,raritan township,70
april-22-2020,readington township,43
april-22-2020,tewksbury township,14
april-22-2020,west amwell township,7
april-22-2020,east windsor township,316
april-22-2020,ewing township,275
april-22-2020,hightstown,81
april-22-2020,hopewell township,59
april-22-2020,pennington,9
april-22-2020,princeton,74
april-22-2020,robbinsville township,56
april-22-2020,trenton,710
april-22-2020,west windsor township,108
april-22-2020,carteret,398
april-22-2020,cranbury,32
april-22-2020,dunellen,108
april-22-2020,east brunswick,364
april-22-2020,edison,848
april-22-2020,helmetta,21
april-22-2020,highland park,101
april-22-2020,jamesburg,35
april-22-2020,metuchen,50
april-22-2020,middlesex,143
april-22-2020,milltown,44
april-22-2020,new brunswick,747
april-22-2020,north brunswick,442
april-22-2020,old bridge township,561
april-22-2020,perth amboy,1139
april-22-2020,piscataway,538
april-22-2020,plainsboro township,93
april-22-2020,sayreville,390
april-22-2020,south amboy,87
april-22-2020,south brunswick,244
april-22-2020,south plainfield,280
april-22-2020,south river,148
april-22-2020,spotswood,55
april-22-2020,woodbridge township,1197
april-22-2020,aberdeen township,136
april-22-2020,allenhurst,3
april-22-2020,allentown,5
april-22-2020,asbury park,99
april-22-2020,atlantic highlands,18
april-22-2020,avon-by-the-sea,9
april-22-2020,belmar,14
april-22-2020,bradley beach,22
april-22-2020,brielle,22
april-22-2020,colts neck township,56
april-22-2020,deal,23
april-22-2020,eatontown,144
april-22-2020,englishtown,23
april-22-2020,fair haven,19
april-22-2020,farmingdale,9
april-22-2020,freehold township,438
april-22-2020,hazlet,185
april-22-2020,highlands,20
april-22-2020,holmdel township,155
april-22-2020,howell township,435
april-22-2020,interlaken,1
april-22-2020,keansburg,87
april-22-2020,keyport,57
april-22-2020,lake como,13
april-22-2020,little silver,27
april-22-2020,loch arbour,1
april-22-2020,long branch,287
april-22-2020,manalapan township,338
april-22-2020,manasquan,25
april-22-2020,marlboro township,331
april-22-2020,matawan,120
april-22-2020,middletown township,378
april-22-2020,millstone,2
april-22-2020,monmouth beach,18
april-22-2020,neptune township,258
april-22-2020,oceanport,43
april-22-2020,red bank,100
april-22-2020,roosevelt,2
april-22-2020,rumson,29
april-22-2020,sea bright,7
april-22-2020,sea girt,9
april-22-2020,shrewsbury,27
april-22-2020,shrewsbury township,7
april-22-2020,spring lake,8
april-22-2020,spring lake heights,16
april-22-2020,tinton falls,110
april-22-2020,union beach,33
april-22-2020,upper freehold township,34
april-22-2020,wall township,176
april-22-2020,west long branch,52
april-22-2020,boonton,76
april-22-2020,boonton township,48
april-22-2020,butler,64
april-22-2020,chatham township,90
april-22-2020,chester township,29
april-22-2020,denville township,106
april-22-2020,dover,401
april-22-2020,east hanover township,100
april-22-2020,florham park,86
april-22-2020,hanover township,136
april-22-2020,harding township,22
april-22-2020,jefferson township,146
april-22-2020,kinnelon,49
april-22-2020,lincoln park,217
april-22-2020,long hill township,37
april-22-2020,madison,82
april-22-2020,mendham township,33
april-22-2020,mine hill township,34
april-22-2020,montville,160
april-22-2020,morris plains,46
april-22-2020,morris township,200
april-22-2020,morristown,323
april-22-2020,mount arlington,36
april-22-2020,mount olive township,190
april-22-2020,mountain lakes,17
april-22-2020,netcong,24
april-22-2020,parsippany-troy hills,505
april-22-2020,pequannock township,133
april-22-2020,randolph,211
april-22-2020,riverdale,26
april-22-2020,rockaway,73
april-22-2020,rockaway township,184
april-22-2020,roxbury township,156
april-22-2020,victory gardens,23
april-22-2020,wharton,106
april-22-2020,barnegat township,161
april-22-2020,barnegat light,2
april-22-2020,bay head,7
april-22-2020,beach haven,5
april-22-2020,beachwood,64
april-22-2020,berkeley township,370
april-22-2020,brick township,650
april-22-2020,eagleswood township,4
april-22-2020,island heights,7
april-22-2020,jackson township,430
april-22-2020,lacey township,133
april-22-2020,lakehurst,17
april-22-2020,lakewood township,1367
april-22-2020,lavallette,7
april-22-2020,little egg harbor township,80
april-22-2020,long beach township,18
april-22-2020,manchester township,332
april-22-2020,ocean gate,8
april-22-2020,pine beach,8
april-22-2020,plumsted township,35
april-22-2020,point pleasant beach,30
april-22-2020,point pleasant,107
april-22-2020,seaside heights,21
april-22-2020,seaside park,3
april-22-2020,ship bottom,6
april-22-2020,south toms river,54
april-22-2020,surf city,4
april-22-2020,stafford township,155
april-22-2020,toms river,869
april-22-2020,tuckerton,9
april-22-2020,bloomingdale,134
april-22-2020,clifton,1696
april-22-2020,haledon,173
april-22-2020,hawthorne,304
april-22-2020,little falls,109
april-22-2020,north haledon,116
april-22-2020,passaic,1621
april-22-2020,paterson,3548
april-22-2020,pompton lakes,156
april-22-2020,prospect park,185
april-22-2020,ringwood,81
april-22-2020,totowa,194
april-22-2020,wanaque,213
april-22-2020,wayne,701
april-22-2020,west milford,221
april-22-2020,woodland park,217
april-22-2020,alloway township,3
april-22-2020,carneys point township,25
april-22-2020,elmer,2
april-22-2020,lower alloways creek township,2
april-22-2020,oldmans township,3
april-22-2020,quinton township,1
april-22-2020,penns grove,35
april-22-2020,pennsville township,15
april-22-2020,pittsgrove township,9
april-22-2020,pilesgrove township,7
april-22-2020,salem,9
april-22-2020,upper pittsgrove township,2
april-22-2020,woodstown,18
april-22-2020,bedminster,29
april-22-2020,bernards township,155
april-22-2020,bernardsville,44
april-22-2020,bound brook,145
april-22-2020,branchburg,52
april-22-2020,bridgewater township,265
april-22-2020,far hills,2
april-22-2020,green brook township,83
april-22-2020,hillsborough township,160
april-22-2020,manville,83
april-22-2020,montgomery,62
april-22-2020,north plainfield,190
april-22-2020,peapack and gladstone,27
april-22-2020,raritan,54
april-22-2020,rocky hill,5
april-22-2020,somerville,74
april-22-2020,south bound brook,41
april-22-2020,warren township,87
april-22-2020,watchung,62
april-22-2020,andover,2
april-22-2020,andover township,134
april-22-2020,branchville,5
april-22-2020,byram township,28
april-22-2020,frankford township,35
april-22-2020,fredon township,10
april-22-2020,green township,16
april-22-2020,hamburg,17
april-22-2020,hardyston township,33
april-22-2020,hopatcong,76
april-22-2020,lafayette township,8
april-22-2020,montague township,14
april-22-2020,newton,62
april-22-2020,ogdensburg,10
april-22-2020,sandyston township,4
april-22-2020,sparta township,77
april-22-2020,stanhope,16
april-22-2020,stillwater township,4
april-22-2020,sussex,4
april-22-2020,vernon township,82
april-22-2020,wantage township,35
april-22-2020,berkeley heights,129
april-22-2020,clark,158
april-22-2020,cranford,291
april-22-2020,elizabeth,3325
april-22-2020,fanwood,47
april-22-2020,garwood,32
april-22-2020,kenilworth,61
april-22-2020,hillside,396
april-22-2020,linden,929
april-22-2020,mountainside,41
april-22-2020,new providence,71
april-22-2020,plainfield,1108
april-22-2020,rahway,461
april-22-2020,roselle,435
april-22-2020,roselle park,170
april-22-2020,scotch plains,183
april-22-2020,summit,143
april-22-2020,westfield,181
april-22-2020,allamuchy township,20
april-22-2020,alpha,11
april-22-2020,belvidere,17
april-22-2020,blairstown,13
april-22-2020,frelinghuysen township,30
april-22-2020,hackettstown,54
april-22-2020,hardwick township,4
april-22-2020,harmony township,11
april-22-2020,hope township,15
april-22-2020,independence township,19
april-22-2020,knowlton township,9
april-22-2020,liberty township,14
april-22-2020,lopatcong township,135
april-22-2020,oxford township,5
april-22-2020,phillipsburg,87
april-22-2020,pohatcong township,12
april-22-2020,washington,32
april-22-2020,white township,47
april-23-2020,absecon,19
april-23-2020,atlantic city,61
april-23-2020,brigantine,10
april-23-2020,buena,18
april-23-2020,buena vista township,5
april-23-2020,egg harbor township,101
april-23-2020,estell manor,5
april-23-2020,folsom,5
april-23-2020,galloway township,72
april-23-2020,hamilton township,554
april-23-2020,hammonton,36
april-23-2020,linwood,30
april-23-2020,longport,2
april-23-2020,margate city,6
april-23-2020,mullica township,3
april-23-2020,northfield,9
april-23-2020,port republic,1
april-23-2020,pleasantville,45
april-23-2020,somers point,12
april-23-2020,ventnor city,17
april-23-2020,weymouth township,4
april-23-2020,allendale,50
april-23-2020,alpine,20
april-23-2020,bergenfield,629
april-23-2020,bogota,138
april-23-2020,carlstadt,67
april-23-2020,cliffside park,364
april-23-2020,closter,73
april-23-2020,cresskill,79
april-23-2020,demarest,40
april-23-2020,dumont,250
april-23-2020,east rutherford,106
april-23-2020,edgewater,108
april-23-2020,elmwood park,390
april-23-2020,emerson,137
april-23-2020,englewood,584
april-23-2020,englewood cliffs,48
april-23-2020,fair lawn,482
april-23-2020,fairview,265
april-23-2020,fort lee,344
april-23-2020,franklin lakes,126
april-23-2020,garfield,575
april-23-2020,glen rock,87
april-23-2020,hackensack,994
april-23-2020,harrington park,27
april-23-2020,hasbrouck heights,151
april-23-2020,haworth,29
april-23-2020,hillsdale,90
april-23-2020,ho-ho-kus,38
april-23-2020,leonia,93
april-23-2020,little ferry,146
april-23-2020,lodi,496
april-23-2020,lyndhurst,295
april-23-2020,mahwah,203
april-23-2020,maywood,153
april-23-2020,midland park,67
april-23-2020,montvale,62
april-23-2020,moonachie,52
april-23-2020,new milford,363
april-23-2020,north arlington,191
april-23-2020,northvale,40
april-23-2020,norwood,59
april-23-2020,oakland,181
april-23-2020,old tappan,50
april-23-2020,oradell,137
april-23-2020,palisades park,176
april-23-2020,paramus,714
april-23-2020,park ridge,111
april-23-2020,ramsey,94
april-23-2020,ridgefield,163
april-23-2020,ridgefield park,190
april-23-2020,ridgewood,232
april-23-2020,river edge,120
april-23-2020,river vale,78
april-23-2020,rochelle park,114
april-23-2020,rockleigh,71
april-23-2020,rutherford,143
april-23-2020,saddle brook,236
april-23-2020,saddle river,54
april-23-2020,south hackensack,4
april-23-2020,teaneck,882
april-23-2020,tenafly,116
april-23-2020,teterboro,4
april-23-2020,upper saddle river,58
april-23-2020,waldwick,98
april-23-2020,wallington,121
april-23-2020,washington township,32
april-23-2020,westwood,155
april-23-2020,woodcliff lake,87
april-23-2020,wood-ridge,109
april-23-2020,wyckoff,234
april-23-2020,beverly,9
april-23-2020,bordentown,16
april-23-2020,bordentown township,47
april-23-2020,burlington,41
april-23-2020,burlington township,179
april-23-2020,chesterfield township,18
april-23-2020,cinnaminson township,34
april-23-2020,delanco township,18
april-23-2020,delran township,46
april-23-2020,eastampton township,32
april-23-2020,edgewater park,45
april-23-2020,evesham township,152
april-23-2020,fieldsboro,1
april-23-2020,florence township,34
april-23-2020,hainesport township,17
april-23-2020,lumberton township,28
april-23-2020,mansfield township,55
april-23-2020,maple shade township,59
april-23-2020,medford,50
april-23-2020,medford lakes,7
april-23-2020,moorestown,84
april-23-2020,mount holly,34
april-23-2020,mount laurel,112
april-23-2020,new hanover township,6
april-23-2020,north hanover township,13
april-23-2020,palmyra,13
april-23-2020,pemberton,2
april-23-2020,pemberton township,126
april-23-2020,riverside township,20
april-23-2020,riverton,6
april-23-2020,shamong township,7
april-23-2020,southampton township,28
april-23-2020,springfield township,180
april-23-2020,tabernacle township,16
april-23-2020,westampton township,53
april-23-2020,willingboro township,311
april-23-2020,woodland township,26
april-23-2020,wrightstown,3
april-23-2020,audubon,20
april-23-2020,audubon park,1
april-23-2020,barrington,16
april-23-2020,bellmawr,29
april-23-2020,berlin,23
april-23-2020,berlin township,2
april-23-2020,brooklawn,7
april-23-2020,camden,584
april-23-2020,cherry hill,351
april-23-2020,chesilhurst,10
april-23-2020,clementon,24
april-23-2020,collingswood,32
april-23-2020,gibbsboro,4
april-23-2020,gloucester township,222
april-23-2020,haddonfield,25
april-23-2020,haddon heights,10
april-23-2020,haddon township,36
april-23-2020,hi-nella,2
april-23-2020,laurel springs,9
april-23-2020,lawnside,15
april-23-2020,lindenwold,95
april-23-2020,magnolia,11
april-23-2020,merchantville,16
april-23-2020,mount ephraim,8
april-23-2020,oaklyn,11
april-23-2020,pennsauken township,233
april-23-2020,pine hill,38
april-23-2020,runnemede,28
april-23-2020,somerdale,23
april-23-2020,stratford,16
april-23-2020,voorhees township,165
april-23-2020,waterford township,13
april-23-2020,winslow township,169
april-23-2020,woodlynne,33
april-23-2020,avalon,6
april-23-2020,cape may,4
april-23-2020,dennis township,12
april-23-2020,lower township,72
april-23-2020,middle township,46
april-23-2020,north wildwood,5
april-23-2020,ocean township,28
april-23-2020,sea isle city,2
april-23-2020,upper township,28
april-23-2020,west cape may,1
april-23-2020,west wildwood,1
april-23-2020,wildwood,18
april-23-2020,wildwood crest,8
april-23-2020,woodbine,2
april-23-2020,bridgeton,93
april-23-2020,commercial township,4
april-23-2020,deerfield township,5
april-23-2020,downe township,1
april-23-2020,fairfield township,87
april-23-2020,greenwich township,39
april-23-2020,hopewell,3
april-23-2020,lawrence township,131
april-23-2020,maurice river township,5
april-23-2020,millville,56
april-23-2020,stow creek township,1
april-23-2020,vineland,184
april-23-2020,upper deerfield township,18
april-23-2020,belleville,691
april-23-2020,bloomfield,714
april-23-2020,caldwell,87
april-23-2020,cedar grove,256
april-23-2020,east orange,1203
april-23-2020,essex fells,17
april-23-2020,glen ridge,34
april-23-2020,irvington,969
april-23-2020,livingston,360
april-23-2020,maplewood,221
april-23-2020,millburn,118
april-23-2020,montclair,325
april-23-2020,newark,4503
april-23-2020,north caldwell,34
april-23-2020,nutley,360
april-23-2020,city of orange,610
april-23-2020,roseland,60
april-23-2020,south orange village,78
april-23-2020,verona,88
april-23-2020,west caldwell,163
april-23-2020,west orange,809
april-23-2020,clayton,26
april-23-2020,deptford township,122
april-23-2020,east greenwich township,33
april-23-2020,elk township,13
april-23-2020,franklin,9
april-23-2020,glassboro,44
april-23-2020,harrison,242
april-23-2020,logan township,19
april-23-2020,mantua township,41
april-23-2020,monroe township,397
april-23-2020,national park,5
april-23-2020,paulsboro,17
april-23-2020,pitman,20
april-23-2020,south harrison township,13
april-23-2020,swedesboro,12
april-23-2020,wenonah,7
april-23-2020,west deptford township,62
april-23-2020,westville,12
april-23-2020,woodbury,26
april-23-2020,woodbury heights,9
april-23-2020,woolwich township,48
april-23-2020,bayonne,572
april-23-2020,east newark,38
april-23-2020,guttenberg,145
april-23-2020,hoboken,404
april-23-2020,jersey city,4206
april-23-2020,kearny,674
april-23-2020,north bergen,1791
april-23-2020,secaucus,347
april-23-2020,union township,1350
april-23-2020,weehawken,229
april-23-2020,west new york,1095
april-23-2020,alexandria township,8
april-23-2020,bethlehem township,15
april-23-2020,bloomsbury,1
april-23-2020,califon,1
april-23-2020,clinton township,23
april-23-2020,delaware township,13
april-23-2020,east amwell township,9
april-23-2020,flemington,18
april-23-2020,frenchtown,4
april-23-2020,glen gardner,4
april-23-2020,hampton,22
april-23-2020,high bridge,14
april-23-2020,holland township,19
april-23-2020,kingwood township,9
april-23-2020,lambertville,15
april-23-2020,lebanon,7
april-23-2020,lebanon township,13
april-23-2020,milford,2
april-23-2020,raritan township,75
april-23-2020,readington township,43
april-23-2020,tewksbury township,14
april-23-2020,west amwell township,8
april-23-2020,east windsor township,311
april-23-2020,ewing township,274
april-23-2020,hightstown,82
april-23-2020,hopewell township,62
april-23-2020,pennington,8
april-23-2020,princeton,75
april-23-2020,robbinsville township,58
april-23-2020,trenton,729
april-23-2020,west windsor township,102
april-23-2020,carteret,412
april-23-2020,cranbury,34
april-23-2020,dunellen,113
april-23-2020,east brunswick,391
april-23-2020,edison,1009
april-23-2020,helmetta,23
april-23-2020,highland park,94
april-23-2020,jamesburg,60
april-23-2020,metuchen,62
april-23-2020,middlesex,161
april-23-2020,milltown,50
april-23-2020,new brunswick,833
april-23-2020,north brunswick,493
april-23-2020,old bridge township,603
april-23-2020,perth amboy,1238
april-23-2020,piscataway,574
april-23-2020,plainsboro township,97
april-23-2020,sayreville,425
april-23-2020,south amboy,97
april-23-2020,south brunswick,296
april-23-2020,south plainfield,316
april-23-2020,south river,156
april-23-2020,spotswood,57
april-23-2020,woodbridge township,1141
april-23-2020,aberdeen township,137
april-23-2020,allenhurst,2
april-23-2020,allentown,4
april-23-2020,asbury park,100
april-23-2020,atlantic highlands,20
april-23-2020,avon-by-the-sea,9
april-23-2020,belmar,13
april-23-2020,bradley beach,22
april-23-2020,brielle,22
april-23-2020,colts neck township,57
april-23-2020,deal,23
april-23-2020,eatontown,154
april-23-2020,englishtown,25
april-23-2020,fair haven,20
april-23-2020,farmingdale,9
april-23-2020,freehold township,448
april-23-2020,hazlet,191
april-23-2020,highlands,20
april-23-2020,holmdel township,158
april-23-2020,howell township,436
april-23-2020,interlaken,1
april-23-2020,keansburg,91
april-23-2020,keyport,59
april-23-2020,lake como,14
april-23-2020,little silver,28
april-23-2020,loch arbour,1
april-23-2020,long branch,299
april-23-2020,manalapan township,340
april-23-2020,manasquan,24
april-23-2020,marlboro township,339
april-23-2020,matawan,124
april-23-2020,middletown township,383
april-23-2020,millstone,2
april-23-2020,monmouth beach,18
april-23-2020,neptune township,263
april-23-2020,oceanport,43
april-23-2020,red bank,103
april-23-2020,roosevelt,2
april-23-2020,rumson,30
april-23-2020,sea bright,7
april-23-2020,sea girt,8
april-23-2020,shrewsbury,28
april-23-2020,shrewsbury township,7
april-23-2020,spring lake,9
april-23-2020,spring lake heights,16
april-23-2020,tinton falls,114
april-23-2020,union beach,33
april-23-2020,upper freehold township,35
april-23-2020,wall township,187
april-23-2020,west long branch,52
april-23-2020,boonton,78
april-23-2020,boonton township,52
april-23-2020,butler,64
april-23-2020,chatham township,93
april-23-2020,chester township,30
april-23-2020,denville township,113
april-23-2020,dover,414
april-23-2020,east hanover township,103
april-23-2020,florham park,88
april-23-2020,hanover township,138
