Municipal,County,Cases,Date
stillwater township,sussex county,10,may-18-2020
sussex,sussex county,7,may-18-2020
vernon township,sussex county,121,may-18-2020
wantage township,sussex county,53,may-18-2020
berkeley heights,union county,243,may-18-2020
clark,union county,218,may-18-2020
cranford,union county,426,may-18-2020
elizabeth,union county,4038,may-18-2020
fanwood,union county,88,may-18-2020
garwood,union county,41,may-18-2020
hillside,union county,638,may-18-2020
kenilworth,union county,140,may-18-2020
linden,union county,1237,may-18-2020
mountainside,union county,67,may-18-2020
new providence,union county,147,may-18-2020
plainfield,union county,2023,may-18-2020
rahway,union county,694,may-18-2020
roselle,union county,576,may-18-2020
roselle park,union county,283,may-18-2020
scotch plains,union county,249,may-18-2020
springfield township,union county,223,may-18-2020
summit,union county,193,may-18-2020
union township,union county,1654,may-18-2020
westfield,union county,257,may-18-2020
winfield township,union county,5,may-18-2020
allamuchy township,warren county,23,may-18-2020
alpha,warren county,15,may-18-2020
belvidere,warren county,22,may-18-2020
blairstown,warren county,17,may-18-2020
franklin township,warren county,14,may-18-2020
frelinghuysen township,warren county,84,may-18-2020
greenwich township,warren county,52,may-18-2020
hackettstown,warren county,105,may-18-2020
hardwick township,warren county,8,may-18-2020
harmony township,warren county,14,may-18-2020
hope township,warren county,16,may-18-2020
independence township,warren county,26,may-18-2020
knowlton township,warren county,10,may-18-2020
liberty township,warren county,14,may-18-2020
lopatcong township,warren county,262,may-18-2020
mansfield township,warren county,111,may-18-2020
oxford township,warren county,6,may-18-2020
phillipsburg,warren county,116,may-18-2020
pohatcong township,warren county,20,may-18-2020
washington,warren county,49,may-18-2020
washington township,warren county,39,may-18-2020
white township,warren county,50,may-18-2020
absecon,atlantic county,132,may-19-2020
atlantic city,atlantic county,197,may-19-2020
brigantine,atlantic county,19,may-19-2020
buena,atlantic county,35,may-19-2020
buena vista township,atlantic county,25,may-19-2020
corbin city,atlantic county,1,may-19-2020
egg harbor city,atlantic county,26,may-19-2020
egg harbor township,atlantic county,216,may-19-2020
estell manor,atlantic county,7,may-19-2020
folsom,atlantic county,11,may-19-2020
galloway township,atlantic county,216,may-19-2020
hamilton township,atlantic county,134,may-19-2020
hammonton,atlantic county,290,may-19-2020
linwood,atlantic county,59,may-19-2020
longport,atlantic county,2,may-19-2020
margate city,atlantic county,19,may-19-2020
mullica township,atlantic county,23,may-19-2020
northfield,atlantic county,88,may-19-2020
pleasantville,atlantic county,183,may-19-2020
port republic,atlantic county,3,may-19-2020
somers point,atlantic county,36,may-19-2020
ventnor city,atlantic county,37,may-19-2020
weymouth township,atlantic county,10,may-19-2020
allendale,bergen county,62,may-19-2020
alpine,bergen county,22,may-19-2020
bergenfield,bergen county,765,may-19-2020
bogota,bergen county,167,may-19-2020
carlstadt,bergen county,94,may-19-2020
cliffside park,bergen county,461,may-19-2020
closter,bergen county,77,may-19-2020
cresskill,bergen county,106,may-19-2020
demarest,bergen county,46,may-19-2020
dumont,bergen county,293,may-19-2020
east rutherford,bergen county,134,may-19-2020
edgewater,bergen county,128,may-19-2020
elmwood park,bergen county,515,may-19-2020
emerson,bergen county,207,may-19-2020
englewood,bergen county,735,may-19-2020
englewood cliffs,bergen county,56,may-19-2020
fair lawn,bergen county,588,may-19-2020
fairview,bergen county,347,may-19-2020
fort lee,bergen county,441,may-19-2020
franklin lakes,bergen county,147,may-19-2020
garfield,bergen county,747,may-19-2020
glen rock,bergen county,114,may-19-2020
hackensack,bergen county,1258,may-19-2020
harrington park,bergen county,28,may-19-2020
hasbrouck heights,bergen county,201,may-19-2020
haworth,bergen county,35,may-19-2020
hillsdale,bergen county,115,may-19-2020
ho-ho-kus,bergen county,44,may-19-2020
leonia,bergen county,106,may-19-2020
little ferry,bergen county,191,may-19-2020
lodi,bergen county,641,may-19-2020
lyndhurst,bergen county,370,may-19-2020
mahwah,bergen county,250,may-19-2020
maywood,bergen county,225,may-19-2020
midland park,bergen county,84,may-19-2020
montvale,bergen county,74,may-19-2020
moonachie,bergen county,66,may-19-2020
new milford,bergen county,429,may-19-2020
north arlington,bergen county,265,may-19-2020
northvale,bergen county,61,may-19-2020
norwood,bergen county,71,may-19-2020
oakland,bergen county,219,may-19-2020
old tappan,bergen county,61,may-19-2020
oradell,bergen county,177,may-19-2020
palisades park,bergen county,242,may-19-2020
paramus,bergen county,1005,may-19-2020
park ridge,bergen county,161,may-19-2020
ramsey,bergen county,128,may-19-2020
ridgefield,bergen county,186,may-19-2020
ridgefield park,bergen county,258,may-19-2020
ridgewood,bergen county,289,may-19-2020
river edge,bergen county,132,may-19-2020
river vale,bergen county,109,may-19-2020
rochelle park,bergen county,160,may-19-2020
rockleigh,bergen county,136,may-19-2020
rutherford,bergen county,184,may-19-2020
saddle brook,bergen county,295,may-19-2020
saddle river,bergen county,72,may-19-2020
south hackensack,bergen county,60,may-19-2020
teaneck,bergen county,1029,may-19-2020
tenafly,bergen county,148,may-19-2020
teterboro,bergen county,6,may-19-2020
upper saddle river,bergen county,53,may-19-2020
waldwick,bergen county,130,may-19-2020
wallington,bergen county,156,may-19-2020
washington township,bergen county,98,may-19-2020
westwood,bergen county,197,may-19-2020
woodcliff lake,bergen county,118,may-19-2020
wood-ridge,bergen county,137,may-19-2020
wyckoff,bergen county,283,may-19-2020
bass river township,burlington county,7,may-19-2020
beverly,burlington county,17,may-19-2020
bordentown,burlington county,28,may-19-2020
bordentown township,burlington county,65,may-19-2020
burlington,burlington county,84,may-19-2020
burlington township,burlington county,365,may-19-2020
chesterfield township,burlington county,30,may-19-2020
cinnaminson township,burlington county,96,may-19-2020
delanco township,burlington county,35,may-19-2020
delran township,burlington county,117,may-19-2020
eastampton township,burlington county,49,may-19-2020
edgewater park,burlington county,83,may-19-2020
evesham township,burlington county,255,may-19-2020
fieldsboro,burlington county,6,may-19-2020
florence township,burlington county,78,may-19-2020
hainesport township,burlington county,32,may-19-2020
lumberton township,burlington county,103,may-19-2020
mansfield township,burlington county,54,may-19-2020
maple shade township,burlington county,200,may-19-2020
medford lakes,burlington county,10,may-19-2020
medford,burlington county,99,may-19-2020
moorestown,burlington county,232,may-19-2020
mount holly,burlington county,74,may-19-2020
mount laurel,burlington county,211,may-19-2020
new hanover township,burlington county,37,may-19-2020
north hanover township,burlington county,31,may-19-2020
palmyra,burlington county,40,may-19-2020
pemberton,burlington county,5,may-19-2020
pemberton township,burlington county,342,may-19-2020
riverside township,burlington county,68,may-19-2020
riverton,burlington county,5,may-19-2020
shamong township,burlington county,20,may-19-2020
southampton township,burlington county,52,may-19-2020
springfield township,burlington county,14,may-19-2020
tabernacle township,burlington county,21,may-19-2020
washington township,burlington county,1,may-19-2020
westampton township,burlington county,85,may-19-2020
willingboro township,burlington county,529,may-19-2020
woodland township,burlington county,239,may-19-2020
wrightstown,burlington county,7,may-19-2020
audubon,camden county,43,may-19-2020
audubon park,camden county,4,may-19-2020
barrington,camden county,34,may-19-2020
bellmawr,camden county,98,may-19-2020
berlin,camden county,43,may-19-2020
berlin township,camden county,24,may-19-2020
brooklawn,camden county,20,may-19-2020
camden,camden county,1668,may-19-2020
cherry hill,camden county,783,may-19-2020
chesilhurst,camden county,23,may-19-2020
clementon,camden county,52,may-19-2020
collingswood,camden county,62,may-19-2020
gibbsboro,camden county,6,may-19-2020
gloucester city,camden county,79,may-19-2020
gloucester township,camden county,475,may-19-2020
haddonfield,camden county,40,may-19-2020
haddon heights,camden county,22,may-19-2020
haddon township,camden county,74,may-19-2020
hi-nella,camden county,3,may-19-2020
laurel springs,camden county,15,may-19-2020
lawnside,camden county,30,may-19-2020
lindenwold,camden county,325,may-19-2020
magnolia,camden county,18,may-19-2020
merchantville,camden county,36,may-19-2020
mount ephraim,camden county,18,may-19-2020
oaklyn,camden county,23,may-19-2020
pennsauken township,camden county,514,may-19-2020
pine hill,camden county,87,may-19-2020
runnemede,camden county,61,may-19-2020
somerdale,camden county,44,may-19-2020
stratford,camden county,43,may-19-2020
voorhees township,camden county,416,may-19-2020
waterford township,camden county,46,may-19-2020
winslow township,camden county,417,may-19-2020
woodlynne,camden county,66,may-19-2020
avalon,cape may county,7,may-19-2020
cape may,cape may county,4,may-19-2020
dennis township,cape may county,48,may-19-2020
lower township,cape may county,176,may-19-2020
middle township,cape may county,83,may-19-2020
north wildwood,cape may county,11,may-19-2020
ocean city,cape may county,33,may-19-2020
sea isle city,cape may county,2,may-19-2020
stone harbor,cape may county,1,may-19-2020
upper township,cape may county,56,may-19-2020
west cape may,cape may county,3,may-19-2020
west wildwood,cape may county,4,may-19-2020
wildwood,cape may county,30,may-19-2020
wildwood crest,cape may county,11,may-19-2020
woodbine,cape may county,52,may-19-2020
bridgeton,cumberland county,454,may-19-2020
millville,cumberland county,281,may-19-2020
deerfield township,cumberland county,25,may-19-2020
commercial township,cumberland county,18,may-19-2020
fairfield township,cumberland county,48,may-19-2020
hopewell township,cumberland county,45,may-19-2020
lawrence township,cumberland county,30,may-19-2020
maurice river township,cumberland county,14,may-19-2020
upper deerfield township,cumberland county,57,may-19-2020
downe township,cumberland county,4,may-19-2020
greenwich township,cumberland county,3,may-19-2020
stow creek township,cumberland county,5,may-19-2020
vineland,cumberland county,619,may-19-2020
other,cumberland county,1,may-19-2020
belleville,essex county,940,may-19-2020
bloomfield,essex county,1014,may-19-2020
caldwell,essex county,101,may-19-2020
cedar grove,essex county,388,may-19-2020
east orange,essex county,1774,may-19-2020
essex fells,essex county,19,may-19-2020
fairfield township,essex county,128,may-19-2020
glen ridge,essex county,35,may-19-2020
irvington,essex county,1269,may-19-2020
livingston,essex county,459,may-19-2020
maplewood,essex county,276,may-19-2020
millburn,essex county,137,may-19-2020
montclair,essex county,393,may-19-2020
newark,essex county,6760,may-19-2020
north caldwell,essex county,39,may-19-2020
nutley,essex county,462,may-19-2020
city of orange,essex county,890,may-19-2020
roseland,essex county,82,may-19-2020
south orange village,essex county,93,may-19-2020
verona,essex county,114,may-19-2020
west caldwell,essex county,198,may-19-2020
west orange,essex county,1141,may-19-2020
clayton,gloucester county,55,may-19-2020
deptford township,gloucester county,453,may-19-2020
east greenwich township,gloucester county,45,may-19-2020
elk township,gloucester county,29,may-19-2020
franklin township,gloucester county,66,may-19-2020
glassboro,gloucester county,97,may-19-2020
greenwich township,gloucester county,20,may-19-2020
harrison township,gloucester county,47,may-19-2020
logan township,gloucester county,31,may-19-2020
mantua township,gloucester county,70,may-19-2020
monroe township,gloucester county,217,may-19-2020
national park,gloucester county,13,may-19-2020
newfield,gloucester county,2,may-19-2020
paulsboro,gloucester county,45,may-19-2020
pitman,gloucester county,33,may-19-2020
south harrison township,gloucester county,77,may-19-2020
swedesboro,gloucester county,29,may-19-2020
washington township,gloucester county,253,may-19-2020
wenonah,gloucester county,12,may-19-2020
west deptford township,gloucester county,117,may-19-2020
westville,gloucester county,32,may-19-2020
woodbury,gloucester county,71,may-19-2020
woodbury heights,gloucester county,15,may-19-2020
woolwich township,gloucester county,76,may-19-2020
bayonne,hudson county,985,may-19-2020
east newark,hudson county,71,may-19-2020
guttenberg,hudson county,200,may-19-2020
harrison,hudson county,374,may-19-2020
hoboken,hudson county,542,may-19-2020
jersey city,hudson county,6756,may-19-2020
kearny,hudson county,1160,may-19-2020
north bergen,hudson county,2429,may-19-2020
secaucus,hudson county,521,may-19-2020
union city,hudson county,3249,may-19-2020
weehawken,hudson county,305,may-19-2020
west new york,hudson county,1995,may-19-2020
alexandria township,hunterdon county,10,may-19-2020
bethlehem township,hunterdon county,18,may-19-2020
bloomsbury,hunterdon county,5,may-19-2020
califon,hunterdon county,3,may-19-2020
delaware township,hunterdon county,17,may-19-2020
east amwell township,hunterdon county,14,may-19-2020
flemington,hunterdon county,59,may-19-2020
franklin township,hunterdon county,13,may-19-2020
frenchtown,hunterdon county,6,may-19-2020
glen gardner,hunterdon county,5,may-19-2020
hampton,hunterdon county,8,may-19-2020
high bridge,hunterdon county,19,may-19-2020
holland township,hunterdon county,21,may-19-2020
kingwood township,hunterdon county,15,may-19-2020
lambertville,hunterdon county,21,may-19-2020
lebanon,hunterdon county,14,may-19-2020
lebanon township,hunterdon county,14,may-19-2020
milford,hunterdon county,4,may-19-2020
raritan township,hunterdon county,145,may-19-2020
readington township,hunterdon county,63,may-19-2020
stockton,hunterdon county,0,may-19-2020
tewksbury township,hunterdon county,19,may-19-2020
union township,hunterdon county,181,may-19-2020
west amwell township,hunterdon county,18,may-19-2020
east windsor township,mercer county,503,may-19-2020
ewing township,mercer county,517,may-19-2020
hamilton township,mercer county,1266,may-19-2020
hightstown,mercer county,122,may-19-2020
hopewell,mercer county,5,may-19-2020
hopewell township,mercer county,94,may-19-2020
lawrence township,mercer county,296,may-19-2020
pennington,mercer county,12,may-19-2020
princeton,mercer county,151,may-19-2020
robbinsville township,mercer county,79,may-19-2020
trenton,mercer county,2270,may-19-2020
west windsor township,mercer county,165,may-19-2020
carteret,middlesex county,605,may-19-2020
cranbury,middlesex county,43,may-19-2020
dunellen,middlesex county,182,may-19-2020
east brunswick,middlesex county,610,may-19-2020
edison,middlesex county,1663,may-19-2020
helmetta,middlesex county,35,may-19-2020
highland park,middlesex county,142,may-19-2020
jamesburg,middlesex county,116,may-19-2020
metuchen,middlesex county,119,may-19-2020
middlesex,middlesex county,217,may-19-2020
milltown,middlesex county,73,may-19-2020
monroe township,middlesex county,672,may-19-2020
new brunswick,middlesex county,1562,may-19-2020
north brunswick,middlesex county,842,may-19-2020
old bridge township,middlesex county,992,may-19-2020
perth amboy,middlesex county,2064,may-19-2020
piscataway,middlesex county,795,may-19-2020
plainsboro township,middlesex county,148,may-19-2020
sayreville,middlesex county,662,may-19-2020
south amboy,middlesex county,166,may-19-2020
south brunswick,middlesex county,447,may-19-2020
south plainfield,middlesex county,483,may-19-2020
south river,middlesex county,274,may-19-2020
spotswood,middlesex county,91,may-19-2020
woodbridge township,middlesex county,1801,may-19-2020
aberdeen township,monmouth county,220,may-19-2020
allenhurst,monmouth county,5,may-19-2020
allentown,monmouth county,7,may-19-2020
asbury park,monmouth county,194,may-19-2020
atlantic highlands,monmouth county,31,may-19-2020
avon-by-the-sea,monmouth county,13,may-19-2020
belmar,monmouth county,31,may-19-2020
bradley beach,monmouth county,43,may-19-2020
brielle,monmouth county,27,may-19-2020
colts neck township,monmouth county,75,may-19-2020
deal,monmouth county,24,may-19-2020
eatontown,monmouth county,256,may-19-2020
englishtown,monmouth county,38,may-19-2020
fair haven,monmouth county,24,may-19-2020
farmingdale,monmouth county,13,may-19-2020
freehold borough,monmouth county,363,may-19-2020
freehold township,monmouth county,607,may-19-2020
hazlet,monmouth county,267,may-19-2020
highlands,monmouth county,26,may-19-2020
holmdel township,monmouth county,230,may-19-2020
howell township,monmouth county,584,may-19-2020
interlaken,monmouth county,4,may-19-2020
keansburg,monmouth county,170,may-19-2020
keyport,monmouth county,88,may-19-2020
lake como,monmouth county,16,may-19-2020
little silver,monmouth county,34,may-19-2020
loch arbour,monmouth county,1,may-19-2020
long branch,monmouth county,462,may-19-2020
manalapan township,monmouth county,239,may-19-2020
manasquan,monmouth county,30,may-19-2020
marlboro township,monmouth county,430,may-19-2020
matawan,monmouth county,174,may-19-2020
middletown township,monmouth county,612,may-19-2020
millstone township,monmouth county,82,may-19-2020
monmouth beach,monmouth county,19,may-19-2020
neptune city,monmouth county,54,may-19-2020
neptune township,monmouth county,446,may-19-2020
ocean township,monmouth county,277,may-19-2020
oceanport,monmouth county,59,may-19-2020
red bank,monmouth county,182,may-19-2020
roosevelt,monmouth county,6,may-19-2020
rumson,monmouth county,33,may-19-2020
sea bright,monmouth county,10,may-19-2020
sea girt,monmouth county,14,may-19-2020
shrewsbury,monmouth county,49,may-19-2020
shrewsbury township,monmouth county,9,may-19-2020
spring lake,monmouth county,13,may-19-2020
spring lake heights,monmouth county,18,may-19-2020
tinton falls,monmouth county,182,may-19-2020
union beach,monmouth county,40,may-19-2020
upper freehold township,monmouth county,49,may-19-2020
wall township,monmouth county,309,may-19-2020
west long branch,monmouth county,59,may-19-2020
boonton,morris county,101,may-19-2020
boonton township,morris county,76,may-19-2020
butler,morris county,85,may-19-2020
chatham borough,morris county,54,may-19-2020
chatham township,morris county,116,may-19-2020
chester borough,morris county,7,may-19-2020
chester township,morris county,42,may-19-2020
denville township,morris county,146,may-19-2020
dover,morris county,638,may-19-2020
east hanover township,morris county,130,may-19-2020
florham park,morris county,120,may-19-2020
hanover township,morris county,175,may-19-2020
harding township,morris county,24,may-19-2020
jefferson township,morris county,208,may-19-2020
kinnelon,morris county,69,may-19-2020
lincoln park,morris county,310,may-19-2020
long hill township,morris county,44,may-19-2020
madison,morris county,129,may-19-2020
mendham borough,morris county,66,may-19-2020
mendham township,morris county,38,may-19-2020
mine hill township,morris county,58,may-19-2020
montville,morris county,212,may-19-2020
morris plains,morris county,55,may-19-2020
morris township,morris county,272,may-19-2020
morristown,morris county,496,may-19-2020
mount arlington,morris county,45,may-19-2020
mount olive township,morris county,238,may-19-2020
mountain lakes,morris county,19,may-19-2020
netcong,morris county,29,may-19-2020
parsippany-troy hills,morris county,704,may-19-2020
pequannock township,morris county,193,may-19-2020
randolph,morris county,255,may-19-2020
riverdale,morris county,36,may-19-2020
rockaway,morris county,94,may-19-2020
rockaway township,morris county,238,may-19-2020
roxbury township,morris county,238,may-19-2020
victory gardens,morris county,33,may-19-2020
washington township,morris county,110,may-19-2020
wharton,morris county,150,may-19-2020
barnegat township,ocean county,219,may-19-2020
barnegat light,ocean county,2,may-19-2020
bay head,ocean county,6,may-19-2020
beach haven,ocean county,7,may-19-2020
beachwood,ocean county,105,may-19-2020
berkeley township,ocean county,549,may-19-2020
brick township,ocean county,992,may-19-2020
eagleswood township,ocean county,9,may-19-2020
island heights,ocean county,13,may-19-2020
jackson township,ocean county,771,may-19-2020
lacey township,ocean county,195,may-19-2020
lakehurst,ocean county,34,may-19-2020
lakewood township,ocean county,2151,may-19-2020
lavallette,ocean county,10,may-19-2020
little egg harbor township,ocean county,130,may-19-2020
long beach township,ocean county,20,may-19-2020
manchester township,ocean county,623,may-19-2020
mantoloking,ocean county,0,may-19-2020
ocean gate,ocean county,17,may-19-2020
ocean township,ocean county,42,may-19-2020
pine beach,ocean county,10,may-19-2020
plumsted township,ocean county,53,may-19-2020
point pleasant beach,ocean county,35,may-19-2020
point pleasant,ocean county,215,may-19-2020
seaside heights,ocean county,29,may-19-2020
seaside park,ocean county,8,may-19-2020
ship bottom,ocean county,7,may-19-2020
south toms river,ocean county,73,may-19-2020
stafford township,ocean county,218,may-19-2020
surf city,ocean county,4,may-19-2020
toms river,ocean county,1357,may-19-2020
tuckerton,ocean county,16,may-19-2020
other,ocean county,22,may-19-2020
bloomingdale,passaic county,184,may-19-2020
clifton,passaic county,2705,may-19-2020
haledon,passaic county,310,may-19-2020
hawthorne,passaic county,411,may-19-2020
little falls,passaic county,146,may-19-2020
north haledon,passaic county,184,may-19-2020
passaic,passaic county,2909,may-19-2020
paterson,passaic county,6694,may-19-2020
pompton lakes,passaic county,214,may-19-2020
prospect park,passaic county,303,may-19-2020
ringwood,passaic county,118,may-19-2020
totowa,passaic county,284,may-19-2020
wanaque,passaic county,281,may-19-2020
wayne,passaic county,1257,may-19-2020
west milford,passaic county,380,may-19-2020
woodland park,passaic county,349,may-19-2020
other,passaic county,1,may-19-2020
alloway township,salem county,18,may-19-2020
carneys point township,salem county,104,may-19-2020
elmer,salem county,7,may-19-2020
lower alloways creek township,salem county,8,may-19-2020
mannington township,salem county,6,may-19-2020
oldmans township,salem county,8,may-19-2020
penns grove,salem county,103,may-19-2020
pennsville township,salem county,31,may-19-2020
pilesgrove township,salem county,11,may-19-2020
pittsgrove township,salem county,30,may-19-2020
quinton township,salem county,5,may-19-2020
salem,salem county,24,may-19-2020
upper pittsgrove township,salem county,65,may-19-2020
woodstown,salem county,22,may-19-2020
bedminster,somerset county,36,may-19-2020
bernards township,somerset county,218,may-19-2020
bernardsville,somerset county,60,may-19-2020
bound brook,somerset county,290,may-19-2020
branchburg,somerset county,77,may-19-2020
bridgewater township,somerset county,442,may-19-2020
far hills,somerset county,3,may-19-2020
franklin township,somerset county,1168,may-19-2020
green brook township,somerset county,121,may-19-2020
hillsborough township,somerset county,310,may-19-2020
manville,somerset county,138,may-19-2020
millstone,somerset county,2,may-19-2020
montgomery,somerset county,97,may-19-2020
north plainfield,somerset county,295,may-19-2020
peapack and gladstone,somerset county,39,may-19-2020
raritan,somerset county,91,may-19-2020
rocky hill,somerset county,5,may-19-2020
somerville,somerset county,122,may-19-2020
south bound brook,somerset county,57,may-19-2020
warren township,somerset county,111,may-19-2020
watchung,somerset county,76,may-19-2020
andover,sussex county,2,may-19-2020
andover township,sussex county,198,may-19-2020
branchville,sussex county,4,may-19-2020
byram township,sussex county,43,may-19-2020
frankford township,sussex county,76,may-19-2020
franklin,sussex county,42,may-19-2020
fredon township,sussex county,17,may-19-2020
green township,sussex county,13,may-19-2020
hamburg,sussex county,26,may-19-2020
hampton township,sussex county,28,may-19-2020
hardyston township,sussex county,50,may-19-2020
hopatcong,sussex county,110,may-19-2020
lafayette township,sussex county,9,may-19-2020
montague township,sussex county,22,may-19-2020
newton,sussex county,92,may-19-2020
ogdensburg,sussex county,15,may-19-2020
sandyston township,sussex county,6,may-19-2020
sparta township,sussex county,101,may-19-2020
stanhope,sussex county,20,may-19-2020
stillwater township,sussex county,10,may-19-2020
sussex,sussex county,7,may-19-2020
vernon township,sussex county,121,may-19-2020
wantage township,sussex county,0,may-19-2020
berkeley heights,union county,243,may-19-2020
clark,union county,218,may-19-2020
cranford,union county,426,may-19-2020
elizabeth,union county,4074,may-19-2020
fanwood,union county,88,may-19-2020
garwood,union county,41,may-19-2020
hillside,union county,638,may-19-2020
kenilworth,union county,140,may-19-2020
linden,union county,1248,may-19-2020
mountainside,union county,67,may-19-2020
new providence,union county,147,may-19-2020
plainfield,union county,2029,may-19-2020
rahway,union county,707,may-19-2020
roselle,union county,586,may-19-2020
roselle park,union county,283,may-19-2020
scotch plains,union county,254,may-19-2020
springfield township,union county,223,may-19-2020
summit,union county,195,may-19-2020
union township,union county,1654,may-19-2020
westfield,union county,271,may-19-2020
winfield township,union county,5,may-19-2020
allamuchy township,warren county,24,may-19-2020
alpha,warren county,15,may-19-2020
belvidere,warren county,22,may-19-2020
blairstown,warren county,18,may-19-2020
franklin township,warren county,15,may-19-2020
frelinghuysen township,warren county,84,may-19-2020
greenwich township,warren county,55,may-19-2020
hackettstown,warren county,107,may-19-2020
hardwick township,warren county,8,may-19-2020
harmony township,warren county,14,may-19-2020
hope township,warren county,16,may-19-2020
independence township,warren county,27,may-19-2020
knowlton township,warren county,10,may-19-2020
liberty township,warren county,14,may-19-2020
lopatcong township,warren county,266,may-19-2020
mansfield township,warren county,114,may-19-2020
oxford township,warren county,6,may-19-2020
phillipsburg,warren county,118,may-19-2020
pohatcong township,warren county,20,may-19-2020
washington,warren county,50,may-19-2020
washington township,warren county,39,may-19-2020
white township,warren county,51,may-19-2020
absecon,atlantic county,137,may-20-2020
atlantic city,atlantic county,206,may-20-2020
brigantine,atlantic county,19,may-20-2020
buena,atlantic county,35,may-20-2020
buena vista township,atlantic county,25,may-20-2020
corbin city,atlantic county,1,may-20-2020
egg harbor city,atlantic county,26,may-20-2020
egg harbor township,atlantic county,222,may-20-2020
estell manor,atlantic county,7,may-20-2020
folsom,atlantic county,11,may-20-2020
galloway township,atlantic county,222,may-20-2020
hamilton township,atlantic county,137,may-20-2020
hammonton,atlantic county,292,may-20-2020
linwood,atlantic county,60,may-20-2020
longport,atlantic county,2,may-20-2020
margate city,atlantic county,19,may-20-2020
mullica township,atlantic county,23,may-20-2020
northfield,atlantic county,91,may-20-2020
pleasantville,atlantic county,188,may-20-2020
port republic,atlantic county,4,may-20-2020
somers point,atlantic county,36,may-20-2020
ventnor city,atlantic county,39,may-20-2020
weymouth township,atlantic county,10,may-20-2020
allendale,bergen county,62,may-20-2020
alpine,bergen county,22,may-20-2020
bergenfield,bergen county,780,may-20-2020
bogota,bergen county,170,may-20-2020
carlstadt,bergen county,95,may-20-2020
cliffside park,bergen county,461,may-20-2020
closter,bergen county,79,may-20-2020
cresskill,bergen county,107,may-20-2020
demarest,bergen county,46,may-20-2020
dumont,bergen county,293,may-20-2020
east rutherford,bergen county,134,may-20-2020
edgewater,bergen county,128,may-20-2020
elmwood park,bergen county,515,may-20-2020
emerson,bergen county,209,may-20-2020
englewood,bergen county,744,may-20-2020
englewood cliffs,bergen county,56,may-20-2020
fair lawn,bergen county,588,may-20-2020
fairview,bergen county,349,may-20-2020
fort lee,bergen county,442,may-20-2020
franklin lakes,bergen county,148,may-20-2020
garfield,bergen county,752,may-20-2020
glen rock,bergen county,114,may-20-2020
hackensack,bergen county,1258,may-20-2020
harrington park,bergen county,28,may-20-2020
hasbrouck heights,bergen county,201,may-20-2020
haworth,bergen county,35,may-20-2020
hillsdale,bergen county,115,may-20-2020
ho-ho-kus,bergen county,44,may-20-2020
leonia,bergen county,106,may-20-2020
little ferry,bergen county,191,may-20-2020
lodi,bergen county,643,may-20-2020
lyndhurst,bergen county,374,may-20-2020
mahwah,bergen county,260,may-20-2020
maywood,bergen county,228,may-20-2020
midland park,bergen county,86,may-20-2020
montvale,bergen county,76,may-20-2020
moonachie,bergen county,66,may-20-2020
new milford,bergen county,430,may-20-2020
north arlington,bergen county,271,may-20-2020
northvale,bergen county,61,may-20-2020
norwood,bergen county,71,may-20-2020
oakland,bergen county,221,may-20-2020
old tappan,bergen county,61,may-20-2020
oradell,bergen county,178,may-20-2020
palisades park,bergen county,245,may-20-2020
paramus,bergen county,1009,may-20-2020
park ridge,bergen county,161,may-20-2020
ramsey,bergen county,129,may-20-2020
ridgefield,bergen county,189,may-20-2020
ridgefield park,bergen county,257,may-20-2020
ridgewood,bergen county,287,may-20-2020
river edge,bergen county,133,may-20-2020
river vale,bergen county,109,may-20-2020
rochelle park,bergen county,162,may-20-2020
rockleigh,bergen county,137,may-20-2020
rutherford,bergen county,185,may-20-2020
saddle brook,bergen county,301,may-20-2020
saddle river,bergen county,73,may-20-2020
south hackensack,bergen county,60,may-20-2020
teaneck,bergen county,1029,may-20-2020
tenafly,bergen county,153,may-20-2020
teterboro,bergen county,6,may-20-2020
upper saddle river,bergen county,53,may-20-2020
waldwick,bergen county,130,may-20-2020
wallington,bergen county,156,may-20-2020
washington township,bergen county,98,may-20-2020
westwood,bergen county,197,may-20-2020
woodcliff lake,bergen county,117,may-20-2020
wood-ridge,bergen county,137,may-20-2020
wyckoff,bergen county,288,may-20-2020
bass river township,burlington county,7,may-20-2020
beverly,burlington county,17,may-20-2020
bordentown,burlington county,28,may-20-2020
bordentown township,burlington county,65,may-20-2020
burlington,burlington county,85,may-20-2020
burlington township,burlington county,378,may-20-2020
chesterfield township,burlington county,46,may-20-2020
cinnaminson township,burlington county,98,may-20-2020
delanco township,burlington county,35,may-20-2020
delran township,burlington county,118,may-20-2020
eastampton township,burlington county,49,may-20-2020
edgewater park,burlington county,83,may-20-2020
evesham township,burlington county,258,may-20-2020
fieldsboro,burlington county,6,may-20-2020
florence township,burlington county,79,may-20-2020
hainesport township,burlington county,33,may-20-2020
lumberton township,burlington county,106,may-20-2020
mansfield township,burlington county,55,may-20-2020
maple shade township,burlington county,202,may-20-2020
medford lakes,burlington county,10,may-20-2020
medford,burlington county,103,may-20-2020
moorestown,burlington county,234,may-20-2020
mount holly,burlington county,77,may-20-2020
mount laurel,burlington county,217,may-20-2020
new hanover township,burlington county,37,may-20-2020
north hanover township,burlington county,31,may-20-2020
palmyra,burlington county,40,may-20-2020
pemberton,burlington county,5,may-20-2020
pemberton township,burlington county,348,may-20-2020
riverside township,burlington county,69,may-20-2020
riverton,burlington county,5,may-20-2020
